ID,Track,Time,Version,Items,Speed,Category,Center mean,Center offset,Split
22/03/13 (08:006),DS Wario Stadium,3762.5617969999994,No Items,Cartridge,150cc,48 Tracks,3769.8401324545453,-7.278335454545868,1:02:42.561797
22/03/13 (08:006),GCN Sherbet Land,3915.071201999999,No Items,Cartridge,150cc,48 Tracks,3921.7439035454536,-6.672701545454402,1:05:15.071202
22/03/13 (08:006),3DS Music Park,4075.9266469999993,No Items,Cartridge,150cc,48 Tracks,4082.867787272727,-6.941140272727807,1:07:55.926647
22/03/13 (08:006),N64 Yoshi Valley,4234.38585,No Items,Cartridge,150cc,48 Tracks,4242.233685,-7.847835000000487,1:10:34.385850
22/03/13 (08:006),DS Tick-Tock Clock,4382.933797,No Items,Cartridge,150cc,48 Tracks,4389.909057818182,-6.975260818182505,1:13:02.933797
22/03/13 (08:006),3DS Piranha Plant Slide,4547.774872999999,No Items,Cartridge,150cc,48 Tracks,4555.238300454545,-7.463427454546036,1:15:47.774873
22/03/13 (08:006),Wii Grumble Volcano,4704.9000399999995,No Items,Cartridge,150cc,48 Tracks,4713.270745272726,-8.37070527272681,1:18:24.900040
22/03/13 (08:006),N64 Rainbow Road,4819.425303,No Items,Cartridge,150cc,48 Tracks,4827.541779272728,-8.116476272727596,1:20:19.425303
22/03/13 (08:006),GCN Yoshi Circuit,4969.319035,No Items,Cartridge,150cc,48 Tracks,4978.2703914545455,-8.95135645454502,1:22:49.319035
22/03/13 (08:006),Excitebike Arena,5111.540360000001,No Items,Cartridge,150cc,48 Tracks,5121.683268090909,-10.14290809090835,1:25:11.540360
22/03/13 (08:006),Dragon Driftway,5259.848371000001,No Items,Cartridge,150cc,48 Tracks,5269.148747363636,-9.300376363635223,1:27:39.848371
22/03/13 (08:006),Mute City,5412.165577000001,No Items,Cartridge,150cc,48 Tracks,5422.911925454546,-10.746348454545114,1:30:12.165577
22/03/13 (08:006),Wii Wario's Gold Mine,5574.202772000001,No Items,Cartridge,150cc,48 Tracks,5584.845336818182,-10.6425648181812,1:32:54.202772
22/03/13 (08:006),SNES Rainbow Road,5700.932940000001,No Items,Cartridge,150cc,48 Tracks,5712.767605909092,-11.8346659090912,1:35:00.932940
22/03/13 (08:006),Ice Ice Outpost,5860.346265,No Items,Cartridge,150cc,48 Tracks,5862.805537545454,-2.4592725454540414,1:37:40.346265
22/03/13 (08:006),Hyrule Circuit,6014.13263,No Items,Cartridge,150cc,48 Tracks,6016.850500818182,-2.7178708181818365,1:40:14.132630
22/03/13 (08:006),GCN Baby Park,6114.322981,No Items,Cartridge,150cc,48 Tracks,6116.403908727272,-2.0809277272719555,1:41:54.322981
22/03/13 (08:006),GBA Cheese Land,6266.618675000001,No Items,Cartridge,150cc,48 Tracks,6269.190148636363,-2.571473636362498,1:44:26.618675
22/03/13 (08:006),Wild Woods,6412.4786970000005,No Items,Cartridge,150cc,48 Tracks,6415.457220181817,-2.978523181816854,1:46:52.478697
22/03/13 (08:006),Animal Crossing,6561.658051,No Items,Cartridge,150cc,48 Tracks,6558.302010181817,3.356040818182919,1:49:21.658051
22/03/13 (08:006),3DS Neo Bowser City,6714.048377,No Items,Cartridge,150cc,48 Tracks,6711.43996209091,2.608414909090243,1:51:54.048377
22/03/13 (08:006),GBA Ribbon Road,6871.854218,No Items,Cartridge,150cc,48 Tracks,6866.547908818181,5.306309181819415,1:54:31.854218
22/03/13 (08:006),Super Bell Subway,7021.344319000001,No Items,Cartridge,150cc,48 Tracks,7015.497784818182,5.846534181819152,1:57:01.344319
22/03/13 (08:006),Big Blue,7142.956953000001,No Items,Cartridge,150cc,48 Tracks,7137.673903818181,5.283049181819479,1:59:02.956953
22/03/15 (08:007),Start,0.0,No Items,Cartridge,150cc,48 Tracks,0.0,0.0,0:00:00
22/03/15 (08:007),Mario Kart Stadium,131.563786,No Items,Cartridge,150cc,48 Tracks,131.49630545454545,0.06748054545454352,0:02:11.563786
22/03/15 (08:007),Water Park,267.984508,No Items,Cartridge,150cc,48 Tracks,268.4782489090909,-0.49374090909088864,0:04:27.984508
22/03/15 (08:007),Sweet Sweet Canyon,417.643367,No Items,Cartridge,150cc,48 Tracks,416.73624336363645,0.9071236363635649,0:06:57.643367
22/03/15 (08:007),Thwomp Ruins,568.627556,No Items,Cartridge,150cc,48 Tracks,568.4972812727273,0.1302747272727629,0:09:28.627556
22/03/15 (08:007),Mario Circuit,714.8612740000001,No Items,Cartridge,150cc,48 Tracks,713.936289909091,0.9249840909091063,0:11:54.861274
22/03/15 (08:007),Toad Harbor,885.5387380000001,No Items,Cartridge,150cc,48 Tracks,880.4593404545453,5.0793975454547535,0:14:45.538738
22/03/15 (08:007),Twisted Mansion,1041.2622700000002,No Items,Cartridge,150cc,48 Tracks,1036.0761048181819,5.186165181818296,0:17:21.262270
22/03/15 (08:007),Shy Guy Falls,1203.4756720000003,No Items,Cartridge,150cc,48 Tracks,1198.3508009090908,5.124871090909437,0:20:03.475672
22/03/15 (08:007),Sunshine Airport,1362.5928750000003,No Items,Cartridge,150cc,48 Tracks,1358.3072304545456,4.285644545454716,0:22:42.592875
22/03/15 (08:007),Dolphin Shoals,1519.6185790000002,No Items,Cartridge,150cc,48 Tracks,1515.517235909091,4.101343090909268,0:25:19.618579
22/03/15 (08:007),Electrodrome,1678.6515570000001,No Items,Cartridge,150cc,48 Tracks,1675.2737667272727,3.3777902727274522,0:27:58.651557
22/03/15 (08:007),Mount Wario,1824.4383050000001,No Items,Cartridge,150cc,48 Tracks,1822.0335933636366,2.4047116363635723,0:30:24.438305
22/03/15 (08:007),Cloudtop Cruise,1986.5405640000001,No Items,Cartridge,150cc,48 Tracks,1983.9868766363638,2.5536873636363,0:33:06.540564
22/03/15 (08:007),Bone-Dry Dunes,2142.423157,No Items,Cartridge,150cc,48 Tracks,2139.8808835454547,2.542273454545466,0:35:42.423157
22/03/15 (08:007),Bowser's Castle,2305.551847,No Items,Cartridge,150cc,48 Tracks,2305.461451090909,0.09039590909105755,0:38:25.551847
22/03/15 (08:007),Rainbow Road,2469.34961,No Items,Cartridge,150cc,48 Tracks,2468.9291120909093,0.42049790909095464,0:41:09.349610
22/03/15 (08:007),Wii Moo Moo Meadows,2591.5849550000003,No Items,Cartridge,150cc,48 Tracks,2590.5414836363634,1.0434713636368542,0:43:11.584955
22/03/15 (08:007),GBA Mario Circuit,2716.1709600000004,No Items,Cartridge,150cc,48 Tracks,2715.158270545455,1.0126894545455798,0:45:16.170960
22/03/15 (08:007),DS Cheep Cheep Beach,2864.183057,No Items,Cartridge,150cc,48 Tracks,2862.3727943636363,1.8102626363638592,0:47:44.183057
22/03/15 (08:007),N64 Toad's Turnpike,3010.3942070000003,No Items,Cartridge,150cc,48 Tracks,3008.1406689090904,2.253538090909842,0:50:10.394207
22/03/15 (08:007),GCN Dry Dry Desert,3179.7165560000003,No Items,Cartridge,150cc,48 Tracks,3176.7865129090906,2.9300430909097486,0:52:59.716556
22/03/15 (08:007),SNES Donut Plains 3,3295.5961580000003,No Items,Cartridge,150cc,48 Tracks,3294.232458090909,1.3636999090913378,0:54:55.596158
22/03/15 (08:007),N64 Royal Raceway,3456.2938750000003,No Items,Cartridge,150cc,48 Tracks,3452.759434454546,3.534440545454345,0:57:36.293875
22/03/15 (08:007),3DS DK Jungle,3619.4200630000005,No Items,Cartridge,150cc,48 Tracks,3615.183546363636,4.236516636364286,1:00:19.420063
22/03/15 (08:007),DS Wario Stadium,3774.9858310000004,No Items,Cartridge,150cc,48 Tracks,3769.8401324545453,5.145698545455161,1:02:54.985831
22/03/15 (08:007),GCN Sherbet Land,3928.0846100000003,No Items,Cartridge,150cc,48 Tracks,3921.7439035454536,6.340706454546762,1:05:28.084610
22/03/15 (08:007),3DS Music Park,4089.056077,No Items,Cartridge,150cc,48 Tracks,4082.867787272727,6.188289727273059,1:08:09.056077
22/03/15 (08:007),N64 Yoshi Valley,4248.728456,No Items,Cartridge,150cc,48 Tracks,4242.233685,6.494770999999673,1:10:48.728456
22/03/15 (08:007),DS Tick-Tock Clock,4395.904192,No Items,Cartridge,150cc,48 Tracks,4389.909057818182,5.995134181817775,1:13:15.904192
22/03/15 (08:007),3DS Piranha Plant Slide,4561.594264,No Items,Cartridge,150cc,48 Tracks,4555.238300454545,6.35596354545487,1:16:01.594264
22/03/15 (08:007),Wii Grumble Volcano,4717.089341,No Items,Cartridge,150cc,48 Tracks,4713.270745272726,3.8185957272735322,1:18:37.089341
22/03/15 (08:007),N64 Rainbow Road,4831.465509,No Items,Cartridge,150cc,48 Tracks,4827.541779272728,3.9237297272720753,1:20:31.465509
22/03/15 (08:007),GCN Yoshi Circuit,4980.426326,No Items,Cartridge,150cc,48 Tracks,4978.2703914545455,2.155934545454329,1:23:00.426326
22/03/15 (08:007),Excitebike Arena,5123.156116,No Items,Cartridge,150cc,48 Tracks,5121.683268090909,1.4728479090908877,1:25:23.156116
22/03/15 (08:007),Dragon Driftway,5271.952265,No Items,Cartridge,150cc,48 Tracks,5269.148747363636,2.803517636363722,1:27:51.952265
22/03/15 (08:007),Mute City,5424.148803,No Items,Cartridge,150cc,48 Tracks,5422.911925454546,1.2368775454542629,1:30:24.148803
22/03/15 (08:007),Wii Wario's Gold Mine,5585.863469,No Items,Cartridge,150cc,48 Tracks,5584.845336818182,1.018132181818146,1:33:05.863469
22/03/15 (08:007),SNES Rainbow Road,5710.982153,No Items,Cartridge,150cc,48 Tracks,5712.767605909092,-1.7854529090918732,1:35:10.982153
22/03/15 (08:007),Ice Ice Outpost,5856.275489,No Items,Cartridge,150cc,48 Tracks,5862.805537545454,-6.53004854545452,1:37:36.275489
22/03/15 (08:007),Hyrule Circuit,6010.0075,No Items,Cartridge,150cc,48 Tracks,6016.850500818182,-6.84300081818219,1:40:10.007500
22/03/15 (08:007),GCN Baby Park,6108.248307999999,No Items,Cartridge,150cc,48 Tracks,6116.403908727272,-8.15560072727294,1:41:48.248308
22/03/15 (08:007),GBA Cheese Land,6259.435298999999,No Items,Cartridge,150cc,48 Tracks,6269.190148636363,-9.75484963636427,1:44:19.435299
22/03/15 (08:007),Wild Woods,6404.824058999999,No Items,Cartridge,150cc,48 Tracks,6415.457220181817,-10.63316118181865,1:46:44.824059
22/03/15 (08:007),Animal Crossing,6543.821270999999,No Items,Cartridge,150cc,48 Tracks,6558.302010181817,-14.480739181818535,1:49:03.821271
22/03/15 (08:007),3DS Neo Bowser City,6695.932779999999,No Items,Cartridge,150cc,48 Tracks,6711.43996209091,-15.507182090910646,1:51:35.932780
22/03/15 (08:007),GBA Ribbon Road,6848.798217,No Items,Cartridge,150cc,48 Tracks,6866.547908818181,-17.749691818181418,1:54:08.798217
22/03/15 (08:007),Super Bell Subway,6996.005639999999,No Items,Cartridge,150cc,48 Tracks,7015.497784818182,-19.49214481818217,1:56:36.005640
22/03/15 (08:007),Big Blue,7118.140589999999,No Items,Cartridge,150cc,48 Tracks,7137.673903818181,-19.53331381818225,1:58:38.140590
22/04/05 (08:008),Start,0.0,No Items,Cartridge,150cc,48 Tracks,0.0,0.0,0:00:00
22/04/05 (08:008),Mario Kart Stadium,131.504708,No Items,Cartridge,150cc,48 Tracks,131.49630545454545,0.008402545454543997,0:02:11.504708
22/04/05 (08:008),Water Park,267.060774,No Items,Cartridge,150cc,48 Tracks,268.4782489090909,-1.4174749090909131,0:04:27.060774
22/04/05 (08:008),Sweet Sweet Canyon,414.352562,No Items,Cartridge,150cc,48 Tracks,416.73624336363645,-2.3836813636364695,0:06:54.352562
22/04/05 (08:008),Thwomp Ruins,565.2062109999999,No Items,Cartridge,150cc,48 Tracks,568.4972812727273,-3.2910702727273247,0:09:25.206211
22/04/05 (08:008),Mario Circuit,710.017568,No Items,Cartridge,150cc,48 Tracks,713.936289909091,-3.918721909091005,0:11:50.017568
22/04/05 (08:008),Toad Harbor,875.1969799999999,No Items,Cartridge,150cc,48 Tracks,880.4593404545453,-5.262360454545387,0:14:35.196980
22/04/05 (08:008),Twisted Mansion,1029.780797,No Items,Cartridge,150cc,48 Tracks,1036.0761048181819,-6.295307818181982,0:17:09.780797
22/04/05 (08:008),Shy Guy Falls,1190.843292,No Items,Cartridge,150cc,48 Tracks,1198.3508009090908,-7.507508909090802,0:19:50.843292
22/04/05 (08:008),Sunshine Airport,1349.474753,No Items,Cartridge,150cc,48 Tracks,1358.3072304545456,-8.832477454545597,0:22:29.474753
22/04/05 (08:008),Dolphin Shoals,1505.922059,No Items,Cartridge,150cc,48 Tracks,1515.517235909091,-9.595176909090924,0:25:05.922059
22/04/05 (08:008),Electrodrome,1664.876616,No Items,Cartridge,150cc,48 Tracks,1675.2737667272727,-10.397150727272674,0:27:44.876616
22/04/05 (08:008),Mount Wario,1811.408004,No Items,Cartridge,150cc,48 Tracks,1822.0335933636366,-10.625589363636664,0:30:11.408004
22/04/05 (08:008),Cloudtop Cruise,1971.8761459999998,No Items,Cartridge,150cc,48 Tracks,1983.9868766363638,-12.110730636363996,0:32:51.876146
22/04/05 (08:008),Bone-Dry Dunes,2126.143565,No Items,Cartridge,150cc,48 Tracks,2139.8808835454547,-13.737318545454855,0:35:26.143565
22/04/05 (08:008),Bowser's Castle,2289.118079,No Items,Cartridge,150cc,48 Tracks,2305.461451090909,-16.34337209090927,0:38:09.118079
22/04/05 (08:008),Rainbow Road,2450.7589989999997,No Items,Cartridge,150cc,48 Tracks,2468.9291120909093,-18.17011309090958,0:40:50.758999
22/04/05 (08:008),Wii Moo Moo Meadows,2571.3581809999996,No Items,Cartridge,150cc,48 Tracks,2590.5414836363634,-19.183302636363806,0:42:51.358181
22/04/05 (08:008),GBA Mario Circuit,2694.6869709999996,No Items,Cartridge,150cc,48 Tracks,2715.158270545455,-20.471299545455167,0:44:54.686971
22/04/05 (08:008),DS Cheep Cheep Beach,2842.3174739999995,No Items,Cartridge,150cc,48 Tracks,2862.3727943636363,-20.055320363636838,0:47:22.317474
22/04/05 (08:008),N64 Toad's Turnpike,2988.3605999999995,No Items,Cartridge,150cc,48 Tracks,3008.1406689090904,-19.780068909090915,0:49:48.360600
22/04/05 (08:008),GCN Dry Dry Desert,3151.5740999999994,No Items,Cartridge,150cc,48 Tracks,3176.7865129090906,-25.2124129090912,0:52:31.574100
22/04/05 (08:008),SNES Donut Plains 3,3267.850706999999,No Items,Cartridge,150cc,48 Tracks,3294.232458090909,-26.381751090909802,0:54:27.850707
22/04/05 (08:008),N64 Royal Raceway,3427.8135699999993,No Items,Cartridge,150cc,48 Tracks,3452.759434454546,-24.94586445454661,0:57:07.813570
22/04/05 (08:008),3DS DK Jungle,3590.7455169999994,No Items,Cartridge,150cc,48 Tracks,3615.183546363636,-24.438029363636815,0:59:50.745517
22/04/05 (08:008),DS Wario Stadium,3745.6938719999994,No Items,Cartridge,150cc,48 Tracks,3769.8401324545453,-24.14626045454588,1:02:25.693872
22/04/05 (08:008),GCN Sherbet Land,3896.9340739999993,No Items,Cartridge,150cc,48 Tracks,3921.7439035454536,-24.80982954545425,1:04:56.934074
22/04/05 (08:008),3DS Music Park,4058.379264999999,No Items,Cartridge,150cc,48 Tracks,4082.867787272727,-24.488522272728005,1:07:38.379265
22/04/05 (08:008),N64 Yoshi Valley,4218.424603999999,No Items,Cartridge,150cc,48 Tracks,4242.233685,-23.809081000001243,1:10:18.424604
22/04/05 (08:008),DS Tick-Tock Clock,4366.217142999999,No Items,Cartridge,150cc,48 Tracks,4389.909057818182,-23.69191481818325,1:12:46.217143
22/04/05 (08:008),3DS Piranha Plant Slide,4532.016712999999,No Items,Cartridge,150cc,48 Tracks,4555.238300454545,-23.221587454546352,1:15:32.016713
22/04/05 (08:008),Wii Grumble Volcano,4687.388212999999,No Items,Cartridge,150cc,48 Tracks,4713.270745272726,-25.882532272727076,1:18:07.388213
22/04/05 (08:008),N64 Rainbow Road,4801.809101999999,No Items,Cartridge,150cc,48 Tracks,4827.541779272728,-25.732677272728324,1:20:01.809102
22/04/05 (08:008),GCN Yoshi Circuit,4950.702992999999,No Items,Cartridge,150cc,48 Tracks,4978.2703914545455,-27.567398454546492,1:22:30.702993
22/04/05 (08:008),Excitebike Arena,5092.697506999999,No Items,Cartridge,150cc,48 Tracks,5121.683268090909,-28.985761090910273,1:24:52.697507
22/04/05 (08:008),Dragon Driftway,5238.343797999999,No Items,Cartridge,150cc,48 Tracks,5269.148747363636,-30.804949363637206,1:27:18.343798
22/04/05 (08:008),Mute City,5392.145295999999,No Items,Cartridge,150cc,48 Tracks,5422.911925454546,-30.766629454547,1:29:52.145296
22/04/05 (08:008),Wii Wario's Gold Mine,5554.3604479999985,No Items,Cartridge,150cc,48 Tracks,5584.845336818182,-30.484888818183208,1:32:34.360448
22/04/05 (08:008),SNES Rainbow Road,5680.024122999998,No Items,Cartridge,150cc,48 Tracks,5712.767605909092,-32.74348290909347,1:34:40.024123
22/04/05 (08:008),Ice Ice Outpost,5835.194995999998,No Items,Cartridge,150cc,48 Tracks,5862.805537545454,-27.610541545455817,1:37:15.194996
22/04/05 (08:008),Hyrule Circuit,5987.6842339999985,No Items,Cartridge,150cc,48 Tracks,6016.850500818182,-29.16626681818343,1:39:47.684234
22/04/05 (08:008),GCN Baby Park,6087.1024149999985,No Items,Cartridge,150cc,48 Tracks,6116.403908727272,-29.301493727273737,1:41:27.102415
22/04/05 (08:008),GBA Cheese Land,6240.133786999999,No Items,Cartridge,150cc,48 Tracks,6269.190148636363,-29.056361636364272,1:44:00.133787
22/04/05 (08:008),Wild Woods,6386.287580999999,No Items,Cartridge,150cc,48 Tracks,6415.457220181817,-29.16963918181864,1:46:26.287581
22/04/05 (08:008),Animal Crossing,6527.513657999999,No Items,Cartridge,150cc,48 Tracks,6558.302010181817,-30.78835218181848,1:48:47.513658
22/04/05 (08:008),3DS Neo Bowser City,6683.521770999999,No Items,Cartridge,150cc,48 Tracks,6711.43996209091,-27.918191090911023,1:51:23.521771
22/04/05 (08:008),GBA Ribbon Road,6847.529217999999,No Items,Cartridge,150cc,48 Tracks,6866.547908818181,-19.018690818182222,1:54:07.529218
22/04/05 (08:008),Super Bell Subway,6997.348195999999,No Items,Cartridge,150cc,48 Tracks,7015.497784818182,-18.149588818182565,1:56:37.348196
22/04/05 (08:008),Big Blue,7120.372214999999,No Items,Cartridge,150cc,48 Tracks,7137.673903818181,-17.3016888181819,1:58:40.372215
22/04/23 (08:011),Start,0.0,No Items,Cartridge,150cc,48 Tracks,0.0,0.0,0:00:00
22/04/23 (08:011),Mario Kart Stadium,129.554563,No Items,Cartridge,150cc,48 Tracks,131.49630545454545,-1.941742454545448,0:02:09.554563
22/04/23 (08:011),Water Park,265.316916,No Items,Cartridge,150cc,48 Tracks,268.4782489090909,-3.161332909090902,0:04:25.316916
22/04/23 (08:011),Sweet Sweet Canyon,412.306222,No Items,Cartridge,150cc,48 Tracks,416.73624336363645,-4.430021363636456,0:06:52.306222
22/04/23 (08:011),Thwomp Ruins,561.734253,No Items,Cartridge,150cc,48 Tracks,568.4972812727273,-6.763028272727297,0:09:21.734253
22/04/23 (08:011),Mario Circuit,704.210423,No Items,Cartridge,150cc,48 Tracks,713.936289909091,-9.725866909090996,0:11:44.210423
22/04/23 (08:011),Toad Harbor,869.778471,No Items,Cartridge,150cc,48 Tracks,880.4593404545453,-10.680869454545359,0:14:29.778471
22/04/23 (08:011),Twisted Mansion,1022.708401,No Items,Cartridge,150cc,48 Tracks,1036.0761048181819,-13.367703818181894,0:17:02.708401
22/04/23 (08:011),Shy Guy Falls,1183.273453,No Items,Cartridge,150cc,48 Tracks,1198.3508009090908,-15.077347909090804,0:19:43.273453
22/04/23 (08:011),Sunshine Airport,1343.958632,No Items,Cartridge,150cc,48 Tracks,1358.3072304545456,-14.348598454545481,0:22:23.958632
22/04/23 (08:011),Dolphin Shoals,1498.090265,No Items,Cartridge,150cc,48 Tracks,1515.517235909091,-17.42697090909087,0:24:58.090265
22/04/23 (08:011),Electrodrome,1655.479561,No Items,Cartridge,150cc,48 Tracks,1675.2737667272727,-19.794205727272583,0:27:35.479561
